image_id,ground_truth_labels,finetuned_labels,finetuned_scores,pretrained_labels,pretrained_scores
251290832,[2 4],"[ 2  1 22  9 21  5 22  2 15 25  2 10  4 11  2 23 11 17  8 15  1  4  1  2
  9  1  7 24  7 11  2  2 10  2 11  1  8 19  9  2  5 14  9 15 26  1 17  5
  3 23 21  2 14  7  2 11  1  7 17  2  8  7 11 11 11  2 26 13  2 21  6 13
 21 25 15  1 15 22  1  6]","[0.85084367 0.5362117  0.39280206 0.3674926  0.30565378 0.28245884
 0.2565635  0.24591509 0.22349699 0.21785021 0.21121056 0.21024388
 0.19184467 0.18661931 0.18486945 0.16725458 0.16625346 0.14867572
 0.14674146 0.14558277 0.14508803 0.14263208 0.13039112 0.12847921
 0.12796925 0.1278506  0.12764916 0.12613791 0.11878577 0.11669086
 0.11492068 0.10929099 0.10882168 0.09844954 0.09410248 0.09166781
 0.09018902 0.09005407 0.08922862 0.08696943 0.08555722 0.08229515
 0.08207078 0.08021202 0.07620309 0.07469556 0.07269232 0.07204077
 0.07151945 0.0709619  0.06896767 0.06828023 0.06789393 0.06499603
 0.06268249 0.06257335 0.06231607 0.06211242 0.06151731 0.06067961
 0.06058054 0.06032683 0.05976309 0.05965287 0.05823421 0.05818176
 0.05764901 0.05762938 0.05613421 0.0559246  0.05579751 0.05496864
 0.05466043 0.05456401 0.05276054 0.05213157 0.0516581  0.05144743
 0.05095167 0.05067952]","[77  1 31 33  1  1  1 77  1  1  1 27  1 84 77 73 44 40 31 67  1 84 33 77
 77 77 44 51 84 32 77 31 73  1 27 62  1 62 67 90 47 67 75 72 72 62 73 34
 63 44 65 77 15 89 72  1 44 16  1 31 28 85 88 63  1 31]","[0.8136586  0.6513826  0.516175   0.49881643 0.47744232 0.39773807
 0.30540642 0.25160947 0.24944127 0.23905829 0.23700725 0.20523132
 0.18901037 0.1689291  0.16515613 0.15098076 0.14804213 0.13854265
 0.1333359  0.13189767 0.1140692  0.1078262  0.1064853  0.10354398
 0.10220311 0.10154583 0.09455834 0.09127825 0.08512861 0.08497065
 0.08434027 0.0834046  0.08245906 0.08097114 0.07992332 0.07922333
 0.07397336 0.07188909 0.07124469 0.07088884 0.0686373  0.0685949
 0.06838789 0.06735273 0.0664184  0.06627727 0.0631311  0.06241447
 0.05994612 0.05898836 0.05882091 0.057771   0.05759039 0.05613515
 0.05573466 0.05518661 0.05495394 0.05470457 0.05467338 0.05381212
 0.05344054 0.0529131  0.05241776 0.0521586  0.05172408 0.05013673]"
252988098,[1 5],"[ 1  1  1  1 11  9 10  3  2 22 21 15  1  4  5 24  1  1 19 25  5  1  1 11
  1  1 11  6  1  2  5  1  1 11  1  7]","[0.61063266 0.2341513  0.18174383 0.16119838 0.15441981 0.12914011
 0.11439321 0.11192691 0.10973628 0.10473716 0.09932806 0.07739137
 0.06843566 0.06796438 0.06621169 0.06093028 0.06091572 0.05990751
 0.0598084  0.05931662 0.05889234 0.05640332 0.05523533 0.0552346
 0.05503912 0.05444676 0.05370957 0.0536024  0.0531597  0.05210424
 0.05152615 0.05070928 0.05067871 0.05061313 0.05050369 0.05007814]","[ 1 32  1  1  1 32 41 85 15 32 32 77 32  1 72 32 32  1  1  1  1  1  1 32
 62 32  1  1 75 32 32 32 32 77 63  1  1  1  1 16 77 77  1 87 32 16  1 32
 77 49 85 75  1  1 15  5 62 81 15 44 32 32  3  1]","[0.91274613 0.22015703 0.17298153 0.15745592 0.1404596  0.11517821
 0.11230071 0.11059954 0.10627069 0.10256148 0.10072558 0.09596832
 0.09054934 0.08917823 0.08828505 0.08777232 0.08736    0.08675209
 0.08663575 0.08205349 0.07947741 0.07860105 0.07837643 0.07804218
 0.07282553 0.07182346 0.07087017 0.07072183 0.07058554 0.0696905
 0.06942526 0.06921909 0.06699573 0.06678974 0.0660896  0.06403723
 0.06379925 0.06349616 0.0629274  0.06164262 0.06103176 0.06070295
 0.06034968 0.05836805 0.0579665  0.05786931 0.05745661 0.05556923
 0.05524093 0.05514582 0.05472877 0.05401895 0.05267037 0.05223732
 0.05173085 0.05166969 0.05166924 0.05142917 0.05132679 0.05118172
 0.05077599 0.05045994 0.05041919 0.05020599]"
269109979,[2 2],"[ 2  2  9  9  1  5  2 22  7 22 25  7  9  1  5  8 21  9 23 15 21 25  8 10
 14 15  7 11  3 25 11 23 18 18 19  3 13  4 10  2 26 19 20 24  4  2 20  2
  2 21 14 26  6  7 22 22 21  2 15 15 26 16  5 24  2  7 26 22  6  5 12  2
 17  1  2 12  9  5  5 17 13  2  8 25  0 12 22 15  1 21 16 12 28 22  5]","[0.9151575  0.8950517  0.43822542 0.42371586 0.30491468 0.28697592
 0.2747634  0.2532861  0.23336138 0.22875403 0.21175604 0.21086742
 0.20488779 0.2027142  0.19906905 0.19522375 0.19382422 0.18369147
 0.16519585 0.15689307 0.15110692 0.14118633 0.13721415 0.13651542
 0.13641222 0.13487838 0.13359876 0.12572078 0.12497514 0.12236477
 0.12212093 0.12014871 0.11885615 0.11379418 0.11349265 0.11349162
 0.1127976  0.11022273 0.11017695 0.10849533 0.09908037 0.09899523
 0.09766064 0.09519546 0.09150999 0.0895739  0.08937973 0.08906151
 0.08446508 0.08394117 0.08081756 0.08038445 0.07962338 0.07715207
 0.07688081 0.07518414 0.07448798 0.07254679 0.07214285 0.07111096
 0.0709721  0.07023089 0.0700512  0.06917772 0.06912715 0.06858563
 0.06761444 0.06735117 0.06622071 0.06494197 0.06442313 0.06425747
 0.06393321 0.06351731 0.06299891 0.06048935 0.06015655 0.05994388
 0.05945944 0.0590215  0.05773808 0.05617204 0.05541579 0.05536798
 0.05488985 0.05364135 0.05298672 0.05290279 0.05287836 0.0528226
 0.05104472 0.05081911 0.0507681  0.05072419 0.05060738]","[77 77 84 85 84 72 78 80 72 75 47 85 80 47 78 77 75 14 73 89 78  1 84 44
 44 73 72 67 89]","[0.33191603 0.15054649 0.13099748 0.12961566 0.12157751 0.1166184
 0.0818428  0.08163749 0.08051604 0.07908683 0.07683205 0.07526471
 0.07300343 0.07076447 0.0699176  0.06947514 0.06719123 0.06575504
 0.06396406 0.06279112 0.0614881  0.0605069  0.06000577 0.05862609
 0.05559654 0.05473445 0.05369215 0.05231481 0.05105247]"
273683663,[2],"[ 2  1  1  1  9 21 11  2 22  5  1 26 25 24 22  7  2 26 15  2  1  8  2  5
  1 22 21  1 14  2  2 10 11 23]","[0.445149   0.32563224 0.24196014 0.2412349  0.20669611 0.15272586
 0.14985052 0.14412636 0.13965826 0.13171233 0.10463349 0.09674471
 0.09083464 0.08198678 0.07897628 0.07113557 0.07059392 0.06979874
 0.06676117 0.0598782  0.05898603 0.05879641 0.05744029 0.0557957
 0.055685   0.05557678 0.05551715 0.05499045 0.05451861 0.05390629
 0.05369848 0.05342089 0.05210664 0.05081882]",[ 1  1 84 84  1 84 84 77  1 73 77 85 73 84 72 32 72 10 32],"[0.29713684 0.24859667 0.13910991 0.13775901 0.1026535  0.09665059
 0.08845363 0.0879662  0.07389654 0.07326015 0.06878882 0.06511129
 0.06187866 0.0594488  0.05747886 0.05163372 0.05110417 0.05073374
 0.0500722 ]"
290496997,[2 2],"[ 2  2  9  9  1  5  2 22  7 22  7 25  9  5  1  8 21  9 23 15 21 25  8 14
 10 15  7 11  3 25 11 23 18 19 18  3 13 10  4  2 26 19 20 24  2  4 20  2
 21  2 14  6 26  7 22 22 21  2 24 15 15 26 16  5  2  7 26 22  6  5  2 12
 17  1  2 17 12  5  9  5 13  2  8 25  0 22 15 21 12  1 16 12 28 22  5]","[0.91516376 0.8934295  0.43823332 0.42422113 0.30491287 0.28656077
 0.27435195 0.25190333 0.23336123 0.22875728 0.21241009 0.2117557
 0.20389396 0.20098081 0.20046262 0.19385391 0.19382401 0.18369193
 0.16519576 0.15394235 0.14910197 0.14262873 0.13720863 0.13645516
 0.1363157  0.13513757 0.13359855 0.12864074 0.12516984 0.12228031
 0.1221332  0.12011067 0.11904995 0.11571464 0.11372699 0.11349212
 0.11282795 0.11017758 0.10967366 0.10849529 0.09927306 0.09907831
 0.09759235 0.09501563 0.09171091 0.09150759 0.08989627 0.08906155
 0.08512321 0.08454499 0.08266338 0.07962344 0.07882391 0.07722224
 0.0768808  0.07518428 0.07442139 0.07248493 0.07226552 0.07175998
 0.07128485 0.07114646 0.07100408 0.07005123 0.06915922 0.06858559
 0.06762221 0.06718605 0.06620406 0.06494579 0.06425791 0.06423635
 0.0639403  0.06351727 0.06299888 0.06063413 0.06048864 0.05994398
 0.05988462 0.05945887 0.0588807  0.05617206 0.0554157  0.05528441
 0.05495125 0.05299193 0.05290285 0.05284498 0.05279351 0.05239087
 0.05104876 0.05081945 0.05069535 0.05064118 0.05033079]","[77 77 85 84 84 72 78 80 75 72 47 85 47 80 77 78 75 14 89 73 78  1 84 44
 44 73 72 67 89]","[0.33903858 0.15055077 0.1296246  0.12862585 0.12157747 0.11661831
 0.08247162 0.08217406 0.08148444 0.08010025 0.0768368  0.07653949
 0.07326404 0.07299489 0.07043193 0.06992261 0.06719784 0.06561875
 0.06453189 0.06430506 0.06195535 0.06122507 0.05997431 0.05861925
 0.05734008 0.05473452 0.05392433 0.05266342 0.05104998]"
302869575,[2],"[ 2  1  1 22  9  2  5 11 10 21 11 25  2  2  2  2 15  7  3  8 11  1 17 24
 14 23 22  2 21  1 26  2  1 22  1 21  7  2 25 10  9 21 20 13  4 18 11  1
 12  6 22 21  5 19  9 24  8  7  6 22 11]","[0.7528752  0.40313783 0.3843586  0.33978152 0.32917345 0.20971671
 0.20776084 0.2043896  0.20235604 0.19679175 0.1932506  0.15692815
 0.1534434  0.15329887 0.15309516 0.15064476 0.14484948 0.13548167
 0.13018028 0.1245997  0.12119887 0.11842651 0.11529995 0.1123872
 0.10106947 0.09923007 0.09910552 0.09707069 0.09430096 0.08848634
 0.08783408 0.08767809 0.08584885 0.08583746 0.08335087 0.08004997
 0.07820912 0.07691851 0.07605703 0.07176593 0.07161347 0.0715775
 0.07012306 0.06911626 0.06908011 0.06862662 0.06597694 0.06279387
 0.05997327 0.05915    0.05863873 0.05850217 0.05838656 0.0553911
 0.05513669 0.05432742 0.05417248 0.05354848 0.05183986 0.05048922
 0.05018767]","[77  1  1  1 40 73  1 31 16 77 72 62 27 88 73  1 67 77 84  1 77 63  1 72
 38 44 65 18 32  1  1 41 84 67 62  1 67 77  1 28 67 44 82 75  1 62  1  4
 62 67 27  1]","[0.7709405  0.7649985  0.635581   0.52264476 0.5048802  0.26774946
 0.18032849 0.17402218 0.15552917 0.1520346  0.14544298 0.14004435
 0.13922437 0.13581909 0.13046774 0.12930557 0.11236071 0.11150791
 0.10638782 0.10375581 0.10318904 0.10134974 0.09666129 0.08903581
 0.0887012  0.08651508 0.0861343  0.0829772  0.07901873 0.0769435
 0.0768005  0.07238469 0.07161107 0.07062586 0.06877414 0.06836731
 0.06749531 0.06743996 0.06516796 0.06399783 0.063618   0.06042374
 0.05973141 0.05886574 0.05632707 0.0545194  0.05335437 0.0529197
 0.05261811 0.05170017 0.05131046 0.05067746]"
304480534,[15 16 15],[10  2 15  3 23  0 17 11 13  9  4  1  8 10 26 14 15 10  7 10 10 10],"[0.55978256 0.37171188 0.25951028 0.2059327  0.20292965 0.15870824
 0.1478108  0.13350666 0.11151937 0.0982777  0.08415164 0.08052157
 0.0778705  0.07117943 0.06753644 0.06160455 0.05878587 0.05436272
 0.05203946 0.05122713 0.05047808 0.05019331]","[62 62 62 51 15 67 62 62 15 15 47 44  1 67 51  2 67 62 62 62 15 62 67 84
 47 67 51 67  1 62 62 67 47 55 84 51 53 62 67 67 67 62 62 62 62 46 51 62
 62 47 67 15 51 62 84 84 44 67 86]","[0.91403824 0.35792774 0.30084157 0.26400205 0.24334612 0.1998163
 0.18548265 0.15023154 0.13125844 0.12182776 0.1101315  0.10664922
 0.10318818 0.1022696  0.10112944 0.09588731 0.0941811  0.09380603
 0.09152813 0.09006949 0.08829696 0.08734873 0.08401659 0.08276518
 0.08157769 0.07689989 0.0767769  0.07449325 0.07398061 0.07362854
 0.07348786 0.07340433 0.07163883 0.07051478 0.06945609 0.06931497
 0.06832504 0.0669941  0.06668543 0.06478473 0.06439903 0.06422454
 0.0630503  0.0628784  0.06041455 0.05992866 0.05913733 0.05903966
 0.05896839 0.05893084 0.05621817 0.05588344 0.05543949 0.05426979
 0.05338095 0.05190289 0.05107233 0.05049866 0.05001979]"
745482620,[1],"[ 1  1  1  1  1 22  1 14  2  2  9 21 19 11 21 11 11 22  5  1  1  1  2 15
  1  2  5 18  8 11 10 21 21  1 22  2 14 10  2  1  1 24  5 14  5  8 11  9
 25  9  7  1  8  1 11 26 13  1  1  7 26]","[0.6780708  0.5094571  0.44820344 0.24039465 0.22311752 0.22266807
 0.15307344 0.15011716 0.14891285 0.14522159 0.14405324 0.14200744
 0.11121496 0.10793478 0.10525382 0.10380601 0.09881734 0.09399653
 0.09288028 0.09065645 0.08604404 0.08565109 0.08311804 0.07603467
 0.07420627 0.07094621 0.06961503 0.06906115 0.06871174 0.06846958
 0.06798182 0.06786242 0.06762434 0.06739687 0.06735254 0.06701149
 0.06602803 0.06533556 0.06486104 0.0639389  0.06284636 0.06150449
 0.0614646  0.06061225 0.05929266 0.05920824 0.05880451 0.05825207
 0.05797308 0.05719145 0.05551038 0.05422546 0.05301905 0.05296756
 0.05256464 0.05215944 0.05205844 0.05145578 0.05131441 0.05094448
 0.05073969]","[ 1  1  1  1  1  1  1 31 62 31 84  1 63 84 73 65  1 48 47 72 63 31 72  1
 48  1 62 40 63 50 31 64  1 43]","[0.7893755  0.5018718  0.31184942 0.24202813 0.22136703 0.16743523
 0.13570173 0.11092877 0.1022219  0.1001934  0.0974364  0.09687719
 0.09475727 0.09057874 0.08726774 0.07988929 0.07660992 0.07474795
 0.07453874 0.07187685 0.06693172 0.06554806 0.06380352 0.06341972
 0.06056722 0.05730677 0.05642537 0.0546829  0.05413764 0.05411566
 0.05317183 0.05285733 0.05051092 0.05003634]"
747681127,[9 1],"[ 1 21  1  2  5 22  9  1  1 15 10  8 14 19  4  2 22  7 11  2  9  1 17 21
  1  1 11  1  1 14 19  2 26  9  5 12  1  3 25 19 15 23  1  1 27 24 19 21
 21  2  1 26 22  1 21  6 17  1  2  6  1  6  9  5  8 19  9  2  8  1 26 11
  8 14 13 26 24  2 21 11  2  1  7 18  1  1 22 25 22 10  1 21 22  2 10 28
  6 10  2  1 19  9  1 15 10 20 15  1 15  2  2 10 26 12  8  2  5  8  1]","[0.87939376 0.55475795 0.5467247  0.49326646 0.48860267 0.45538655
 0.40824103 0.34101668 0.32381755 0.30670354 0.30037484 0.2856598
 0.27661642 0.20186146 0.20081827 0.19411387 0.19397373 0.18651858
 0.18627833 0.18514146 0.17337868 0.16774072 0.16615401 0.16137192
 0.16039766 0.1589261  0.15879121 0.1562791  0.14996438 0.14413813
 0.14403647 0.14354348 0.13743241 0.12061479 0.11965931 0.11331483
 0.11121979 0.10813996 0.10508659 0.10379001 0.10187661 0.09895217
 0.09785359 0.09752885 0.0972241  0.09312946 0.09307592 0.09258974
 0.08693441 0.08411016 0.0835062  0.08275867 0.08160388 0.08140954
 0.08118784 0.08058546 0.08021957 0.07920484 0.0785361  0.07843607
 0.07723002 0.07710879 0.07418063 0.0724843  0.07184284 0.07144425
 0.07132155 0.07107439 0.06981149 0.06891899 0.06842045 0.0670311
 0.06693946 0.06625973 0.06609592 0.06577492 0.06575183 0.0654404
 0.06467369 0.06380245 0.0636161  0.06347156 0.06345002 0.06327599
 0.06326333 0.06208582 0.06198294 0.06142832 0.06123536 0.06074961
 0.06034463 0.05986741 0.05969349 0.0589704  0.05865905 0.05793576
 0.05772489 0.05771101 0.05732306 0.05680621 0.05648229 0.05641567
 0.05608068 0.05578768 0.0554585  0.05518237 0.05493975 0.05471935
 0.05455119 0.05432576 0.0539806  0.0528082  0.05244097 0.0519317
 0.05182901 0.05156391 0.05120643 0.05106694 0.05069998]","[ 1 73 76 73  1 73 76 76 67 77 41  5 84 73 84 67 76  1 73 72 65 76 67 72
  1 44 84 73 67 10 67 73 65  1  1  1 65 85  1 76 14 49 47 62 37 67 87 85
 84 77 72  1 67 84 17 10 65 44 76 84 62 17 31 67 44 72 82 41 44 49 65 11
 31 62 89 62 14 81 16 67 82 75  1 81 84 13 84]","[0.9161802  0.8226494  0.39693365 0.35525078 0.29288438 0.28944197
 0.27007508 0.19706993 0.18557617 0.18330763 0.16818766 0.15874118
 0.14861238 0.14388277 0.14114742 0.1281019  0.12697929 0.12116178
 0.12041751 0.1186782  0.11337871 0.10835481 0.10701837 0.10299227
 0.10291474 0.10069088 0.10065036 0.09927548 0.09776052 0.09458131
 0.08953183 0.08859085 0.08785219 0.08708493 0.08288025 0.08134441
 0.08120809 0.07834128 0.07820706 0.0769429  0.07627711 0.07617845
 0.07332559 0.07251232 0.07231039 0.07210598 0.07182947 0.07161908
 0.06737816 0.06722827 0.06690684 0.06607543 0.06565766 0.06475811
 0.06450005 0.06448115 0.06378874 0.06240423 0.06183542 0.06154617
 0.06122365 0.06068177 0.05988568 0.05977945 0.05926599 0.0585548
 0.0577495  0.05730791 0.05729185 0.05670292 0.05524701 0.055172
 0.05504024 0.05457602 0.05415729 0.05354897 0.05350835 0.0532896
 0.05315051 0.05305843 0.05201171 0.05187359 0.05178422 0.05154635
 0.05048574 0.05043637 0.05015796]"
748852551,[9 1],"[ 1  1 21  9  1 22  2  5 14  8 14 15  1 10  1  1  1 19 19  2 22 11  9  4
  1  1  2  2  1 11 17  5  2 21 21  7  1  9  1 19 26 15 10 17 26 10  2 25
  1 21  9 26 24 12  3 21 21  1  9 22  1  6  6  1  1 22  5  1  8  8 27  8
  2  1  1  6 11  2 19 23  1 21 10 15  7  1  9  2 13 15 19  9 25 10 22 26
 21  1 19 15 19 22  6 20  2  1 28 14 21  2  5 11  1 21 17  8 15  5 10  1
  6 14 25 15]","[0.8625336  0.57253534 0.49477667 0.45469737 0.37699172 0.3693149
 0.36452943 0.3440915  0.31924507 0.27575248 0.27436483 0.26408437
 0.23604694 0.22310507 0.2135243  0.21145433 0.19856603 0.19151503
 0.19048038 0.16992667 0.1692732  0.16879477 0.15074174 0.15014926
 0.14362372 0.13830765 0.13683192 0.13658187 0.13441749 0.13385679
 0.12866905 0.12849762 0.12627454 0.12418719 0.12062293 0.11695281
 0.1140846  0.11385299 0.11092658 0.10879218 0.10694619 0.10442527
 0.1034396  0.1020855  0.09996593 0.09769814 0.09675044 0.09557452
 0.09434771 0.09407872 0.09217491 0.09032593 0.09009507 0.08989988
 0.08791325 0.08743099 0.08698152 0.08422929 0.08396105 0.08117016
 0.08058272 0.08039892 0.07905357 0.07902045 0.07879946 0.07841579
 0.07654548 0.07638642 0.07496397 0.07298916 0.07297304 0.07289736
 0.07278083 0.07173725 0.07164959 0.0715991  0.07114378 0.07038569
 0.06916682 0.06776448 0.06711102 0.06565594 0.06511425 0.06496529
 0.06442633 0.06359755 0.0631089  0.06296785 0.06287926 0.06220618
 0.06195123 0.06160705 0.06122236 0.06109651 0.06037968 0.05888899
 0.05874239 0.05855811 0.05817931 0.05794009 0.05791636 0.05778785
 0.05767937 0.05693619 0.05686698 0.05647068 0.05642387 0.05615045
 0.05588627 0.05528418 0.05516091 0.05481752 0.05394542 0.05380889
 0.05321574 0.05317212 0.05276383 0.05259199 0.051771   0.05168234
 0.05143424 0.05129655 0.0511422  0.05093636]","[ 1 73 76 76  1 73 76 84 73 76 41  5 73 44 67 67  1 84 72 65 77 10 73 73
 67  1  1  1 75  1 67 62 67  1 76 67 72 65 84 65 49 81  1 76  1 67  1  1
 84 49 86 67 77 87 65 39 17]","[0.93558735 0.7833001  0.5140147  0.3208896  0.26444328 0.22847885
 0.21963136 0.18037617 0.15337774 0.14618334 0.13532978 0.1264818
 0.12587881 0.12146273 0.11947493 0.10852213 0.10237928 0.10209131
 0.09844551 0.09844503 0.09809917 0.09673274 0.09402329 0.09388017
 0.09161422 0.08993172 0.0845633  0.07829922 0.07780673 0.07450335
 0.07428753 0.06910894 0.06828493 0.06611271 0.06557687 0.0652223
 0.06518863 0.06436945 0.06390472 0.06372633 0.06209131 0.06075291
 0.05946575 0.05940292 0.05897384 0.0583337  0.05735173 0.05640472
 0.0561891  0.05515633 0.05427694 0.05334713 0.05301583 0.05187171
 0.05132627 0.05124883 0.05083698]"
749623205,[19],"[19 10 11 19 21 10  1 22 14 17  6 19  2  4  9 19  5 19  2 22  9 15  4 19
  8  7 24 19 19 13 21  1 26 10 19 19 14 10 19 19 19 19 19  0 19 24  6 15
 19 17 21 19]","[0.4056159  0.3832964  0.17949197 0.1708258  0.15924345 0.14851195
 0.13644807 0.12920707 0.12833379 0.11601281 0.11278398 0.10844966
 0.10089432 0.09629458 0.09486791 0.09027105 0.08944194 0.08476753
 0.08165304 0.08159369 0.07936598 0.0787029  0.07820947 0.0732228
 0.07286098 0.07281781 0.07242367 0.07186744 0.07096533 0.06284236
 0.06280613 0.06201988 0.06133088 0.06130247 0.06084476 0.06063923
 0.06049128 0.06010474 0.05889159 0.05775011 0.05723208 0.05693279
 0.05676435 0.05643186 0.05637014 0.05505247 0.05410895 0.05365231
 0.05293364 0.05137352 0.0513656  0.05058568]","[59 59  7 59 59 67 59 67 59 47 47 60 59 54 79 51 61 81 51 59 59 23 51 51
 59 59 84 51 65 61 47 65 50 67  9 61 54 58 63 59 67 61 61 61]","[0.75392133 0.33933917 0.29081646 0.22934246 0.20346849 0.12919284
 0.12494068 0.10495602 0.09949289 0.09933942 0.0967944  0.09582315
 0.09575373 0.09112103 0.08803733 0.08441184 0.08333959 0.08110818
 0.0748065  0.07476363 0.07444248 0.0742251  0.07266321 0.06996729
 0.06759034 0.06204607 0.06185813 0.06144972 0.06056014 0.05858661
 0.05858631 0.05613922 0.05546434 0.05543434 0.05513959 0.0551061
 0.05503329 0.05481854 0.0541918  0.05404864 0.05290993 0.05167802
 0.05033813 0.05020668]"
751766238,[2],"[ 2  1  2  1 10  2  2  2 11  9 21 26  9  8  5  2 25 26  1 23  9  2  2  9
 25  7 15 11  2 22  1 11  5  5  5  2 27  1  7  8  5  5  9  5  2 13 17 25
  2 28 22 10  9  8  1  2 25  9  2  2  1 11 22 13  9  2 21  2  1]","[0.95948595 0.35163322 0.22604257 0.18622544 0.1630673  0.16283831
 0.1600753  0.15488166 0.15030354 0.14485674 0.13697998 0.13676786
 0.13038878 0.12703891 0.12359686 0.12117168 0.11646535 0.11144263
 0.11116125 0.11010444 0.10947622 0.10801478 0.10763785 0.10042004
 0.09632691 0.09269211 0.09027185 0.08917568 0.0890372  0.08821426
 0.08754212 0.08690735 0.08600868 0.08590407 0.08453393 0.08173444
 0.07981992 0.07637884 0.07330824 0.0729964  0.07064882 0.07028276
 0.06872036 0.06669673 0.06518602 0.06508369 0.06333366 0.06328244
 0.06269801 0.06064472 0.06045396 0.05905996 0.05868496 0.05864353
 0.0585376  0.05851834 0.05830932 0.05716959 0.05686572 0.05663586
 0.05542655 0.05501971 0.05457294 0.05268019 0.0522279  0.05206245
 0.05180472 0.05068164 0.05039261]","[77  1  1 77 75 44 73 75  1  1 84 77 67 32 46  1 73 77 65  1 84 17  1  1
 63 54  1  1 76]","[0.9259654  0.8866245  0.36048424 0.30596313 0.2550233  0.14349824
 0.13717884 0.13497017 0.12298446 0.1175622  0.10107516 0.10093242
 0.09588362 0.09426469 0.09187938 0.08420101 0.07857175 0.07820203
 0.07336582 0.06957448 0.06867218 0.06464687 0.05492412 0.05376624
 0.05271903 0.05244013 0.05131795 0.05129763 0.05063223]"
756459256,[1],"[ 1  1  1  1  1 22  7 22 24 26  5 11  2  1  1  1 11  5 22  1  1 22  2 26
  1  6 21 11  1  1  2  5 22 18  5 11 11  7  5  1]","[0.70576745 0.53083247 0.37793574 0.21992855 0.1899429  0.12919468
 0.11203666 0.10833719 0.09954883 0.09911036 0.09788892 0.08910806
 0.08291508 0.08126463 0.08036376 0.07731978 0.07722677 0.0770294
 0.0768244  0.0761517  0.0759865  0.07537483 0.07082295 0.06857412
 0.06557859 0.06251689 0.05918716 0.05902206 0.05807335 0.05657762
 0.05640794 0.05602    0.05594535 0.05530365 0.05513988 0.05383845
 0.0537682  0.05299017 0.05095061 0.05015037]","[ 1 13 28 85  1 28  3 28  6  3  6 38  3  1 28 34  3 38  8  1  3  3 43  3
  1 75  9 42  6 85 85  1  1 65  3 62 62 28 61 39  1 27  3 75  3]","[0.9289101  0.6355994  0.61179703 0.29820952 0.21765725 0.2101769
 0.19348252 0.13915475 0.13552818 0.12926365 0.12356456 0.11258519
 0.09372933 0.09122846 0.08860075 0.08411074 0.08326676 0.08124369
 0.07957188 0.07660978 0.07295357 0.07142258 0.07073733 0.06903166
 0.06814066 0.06709602 0.06662048 0.06572951 0.06521316 0.06495384
 0.06364227 0.06168206 0.06129678 0.06053403 0.0563413  0.05601481
 0.05530244 0.05469128 0.05466014 0.05305695 0.05218013 0.05215186
 0.05112828 0.05041873 0.05027233]"
